237.272 38.79 1.38
239.807 40.1573 10.45
239.794 40.1557 12.14
239.787 40.1517 5.15
239.779 40.1252 10.67
239.786 40.1533 7.09
239.81 40.1532 5.89
239.787 40.1423 12.1
239.785 40.1507 5.31
239.799 40.1547 9.44
239.787 40.1538 6.87
237.245 38.7777 -0.09
238.507 47.6927 10.76
239.77 40.1412 8.95
237.494 38.4408 10.91
237.567 38.5088 12.6
236.292 47.1668 35.24
237.744 38.4052 6.74
236.149 40.2742 29.22
237.292 38.7572 0.82
237.284 38.7452 1.57
238.537 40.406 7.74
238.538 40.4013 7.32
238.526 40.4013 5.62
238.544 40.4067 8.32
236.491 39.8577 6.17
236.885 47.4457 45.35
235.499 40.2972 19.98
237.572 38.4993 10.2
239.609 39.2727 -1.47
237.072 38.791 3.2
237.251 38.7738 0.84
235.355 40.3167 17.79
236.717 39.3572 -0.17
237.198 39.336 10.61
236.727 39.4325 5.79
238.9 40.1983 -1.92
236.108 40.7243 26.24
237.195 39.3295 10.3
234.073 40.4245 23.03
236.087 40.5663 19.31
237.187 45.4748 26.65
237.564 49.5121 1.62
237.312 39.9907 9.79
236.546 40.9692 27.89
235.398 40.3518 15.21
237.197 38.8172 3.41
237.257 38.8377 0.27
237.162 38.84 2.66
237.416 39.0293 -0.75
238.508 40.4268 2.93
236.595 39.6438 5.6
237.159 38.82 2.35
237.194 38.8193 3.07
239.808 47.6782 3.98
233.03 40.8068 4.57
236.005 39.774 4.97
236.815 38.9523 4.15
235.507 40.4575 26.78
236.685 39.278 7
237.798 47.1728 16.57
231.092 44.1709 10
233.355 43.3339 10
237.278 38.7533 1.5
238.127 47.994 18.02
238.139 47.9985 15.04
238.129 47.9927 17.64
238.125 47.9923 18.42
238.114 47.9972 18.38
238.124 47.9955 20.13
234.94 40.388 17.31
234.182 40.4502 9.03
238.192 47.6083 17.94
236.491 41.1517 36.95
239.12 39.9627 4.83
237.207 39.3195 9.4
235.508 42.394 21.07
237.211 39.317 9.84
236.797 40.4593 31.47
237.188 38.8325 2.29
237.207 39.3263 11.51
237.171 38.84 2.47
234.738 49.0862 34.53
239.997 39.3462 -1.47
237.718 47.2858 20.64
238.522 47.7033 5.6
233.812 42.005 10
233.306 43.5908 4.15
237.603 38.7062 10.56
236.439 40.6505 23.08
236.924 48.5883 12.76
237.242 38.8188 1.82
235.945 49.4112 66.63
235.711 40.3787 26.54
236.378 40.9028 24.34
235.645 49.6185 39.54
238.133 48.3 3.38
235.523 40.294 19.45
233.176 40.6485 4.63
236.51 40.3415 33.03
237.222 38.8237 1.35
235.324 40.4187 25.33
235.569 40.7555 28.97
234.031 41.9949 10
233.472 42.0045 4.82
233.376 42.057 4.02
237.261 38.7635 1.92
237.44 38.493 9.59
232.618 43.5282 10
237.204 38.8362 2.24
234.099 40.4482 18.62
237.202 38.8253 2.94
237.228 38.8018 1.03
236.254 40.4452 25.51
235.395 40.5317 23.83
235.491 40.2955 20.68
236.558 40.9658 27.33
237.204 38.8287 1.05
233.137 40.5201 8.96
234.158 43.9967 10
238.367 40.5315 5.46
236.633 39.0383 2.99
237.273 38.7902 1.92
237.181 38.8068 1.83
239.538 39.1818 -0.87
235.454 40.6193 21.43
237.207 38.8102 2.94
238.838 40.7693 -1.48
237.585 40.6768 46.61
237.812 48.1972 19.93
234.804 40.4257 22.2
234.622 40.3955 18.47
237.358 46.5735 22.23
237.231 38.7855 3.46
236.884 47.343 45.18
235.37 40.29 18.62
235.373 40.2877 18.46
235.351 40.291 20.08
238.267 46.6188 8.44
236.86 39.2565 8.28
237.983 41.892 16.39
236.921 40.1237 36.41
237.311 39.9827 9.51
235.796 40.4992 19.41
236.772 39.3452 -0.59
236.005 40.0868 20.64
237.209 38.8062 0.6
237.835 39.6482 29.9
238.617 47.3755 2.55
235.574 40.357 24.84
235.925 47.3325 26.51
233.277 45.219 11.82
237.59 38.7858 10.1
232.436 40.3713 10
236.75 40.7893 35.12
231.541 43.7904 10
237.251 38.7877 3.26
239.464 46.1592 14.03
235.856 40.3748 29.64
237.23 38.7842 1.96
235.357 40.3205 20.28
238.298 45.3193 3.46
238.302 45.3218 3.71
238.298 45.3195 3.25
237.174 38.81 1.92
239.06 45.1283 16.68
237.234 38.8173 0
237.303 39.9907 9.66
239.465 40.3153 8.98
237.262 38.7615 1.01
236.236 40.2693 28.27
232.76 42.4276 10
237.184 38.816 1.2
237.179 38.8158 2.7
237.179 38.8165 2.33
237.183 38.8145 2.06
236.336 40.3558 21.09
237.602 38.3475 11.2
237.171 38.8432 1.08
237.169 38.8422 1.45
237.169 38.841 1.34
237.171 38.839 1.67
233.821 40.3758 23.68
237.756 49.397 1
235.499 42.3752 27.91
231.498 47.7273 10
237.716 47.285 21.7
236.624 45.1187 28.07
231.356 47.6868 10
231.454 47.7867 10
231.422 47.7029 10
235.486 40.2833 18.32
235.336 40.3992 22.53
237.584 38.3753 9.39
239.562 40.9285 14.26
236.411 49.7312 2.86
235.801 40.484 20.49
233.798 41.7811 11.28
233.202 43.5507 10
234.668 48.2048 34.4
235.408 40.3973 22.99
233.447 43.7562 6.28
237.114 40.4167 8.97
239.197 39.723 2.58
235.548 40.364 16.33
235.537 40.3573 17.14
237.404 39.0038 4.75
233.305 43.734 5
237.103 38.6862 5.59
238.947 40.174 3.56
237.233 38.7915 3.09
238.106 47.6598 13.01
235.427 40.3662 28.88
235.523 40.338 26.16
237.203 38.8318 1.33
238.004 47.5087 9.79
237.222 38.7818 3.52
237.565 39.8497 24.74
235.918 40.9963 20.51
237.157 38.822 2.07
237.177 38.805 1.58
235.24 40.3183 16.27
238.485 40.188 -1.84
237.203 38.7928 3.01
237.754 47.2967 19.74
237.246 38.801 -0.46
235.179 40.8567 23.27
233.162 43.3428 10
237.641 38.6555 8.89
237.502 38.5223 6.16
233.184 40.4284 14.51
236.567 38.9822 2.17
237.109 39.3352 9.72
237.373 47.384 27.28
237.716 47.2873 21.37
237.265 38.7573 2.55
237.988 39.6968 24.56
237.18 38.8087 2.38
236.59 39.5973 8.55
234.78 41.0123 22.95
236.546 40.9185 28.51
239.554 46.9175 8.13
233.873 40.4725 9.62
237.198 39.3322 10.02
236.827 39.3377 7.33
237.243 38.7795 0.73
234.992 40.2267 3.28
237.176 38.8415 1.77
237.186 38.8095 1.68
236.435 40.9715 29.87
235.48 40.3283 20.59
232.421 43.6516 10
236.808 39.801 7.59
238.91 40.1695 4.53
233.266 43.831 3.93
235.979 38.9535 12.44
236.51 49.1993 57.96
234.265 40.1553 4.75
238.849 40.234 -0.74
237.154 38.8235 1.74
238.413 40.091 10.36
237.151 38.8302 1.72
237.15 38.8263 1.74
239.835 41.9893 5.4
237.718 38.5255 11.39
235.724 43.175 -0.44
235.519 40.2882 19.74
237.376 47.3908 28.02
238.848 40.235 -0.82
235.726 40.7722 21.76
237.193 38.817 3.26
237.163 48.3977 52.16
236.389 49.731 12.63
230.364 44.4254 10
235.159 40.5553 18.52
236.411 49.712 5
238.849 40.239 3.18
231.537 43.9643 10
238.849 40.2427 2.72
236.788 39.2368 7.61
237.185 38.8098 2.18
237.264 38.801 1.98
238.402 47.4543 15.06
237.237 38.8233 2.07
237.171 38.8388 2.68
233.807 44.3592 10.42
237.164 38.843 2.1
233.223 40.8396 11.5
232.712 41.1825 9.01
232.825 41.1202 8.23
232.843 41.1377 10.18
238.177 40.5265 14.43
237.266 38.7897 1.42
232.839 40.9986 10
233.27 41.1046 10
237.41 39.0103 4.01
237.18 38.8065 2.09
237.191 38.8222 2.62
237.385 41.5255 16.79
235.716 40.328 30.77
235.733 40.519 27.61
237.206 38.8178 3
237.176 38.809 1.98
235.606 40.4088 26.05
235.659 40.7737 32.61
237.282 38.7792 1.7
236.446 39.1437 3.16
236.268 48.6642 28.07
237.244 39.2787 8.48
237.234 38.8408 0.82
237.235 38.8383 0.84
237.236 38.8392 0.77
231.349 43.9847 10
237.216 38.8343 1.43
236.734 38.8955 1.37
237.244 38.8442 -0.66
237.245 38.8488 1.27
237.242 38.8282 -0.38
237.242 38.8485 1.53
230.151 49.673 10
240.018 39.3525 7.7
237.238 38.7968 2.69
235.751 40.4995 25.56
237.174 38.81 1.73
237.178 38.8102 1.65
237.171 38.8367 2.03
238.233 46.5913 4.93
238.242 46.6 7.83
235.51 40.4632 26.72
237.387 38.3715 4.49
237.199 38.8357 1.98
237.193 38.8293 0.25
237.194 38.8285 0.6
237.217 38.7883 2.35
237.387 47.7067 25.18
235.518 40.2887 18.92
237.204 38.8235 2.95
238.736 40.2948 6.49
235.698 40.4838 18.12
236.025 47.5757 23.4
236.798 40.4923 33.99
237.195 38.8192 2.3
237.231 38.8048 -0.35
237.2 38.8072 0.76
236.203 40.2557 29.52
237.175 38.8273 0.68
