239.787 40.1517 5.15 3.31 -3e+11 -8.36e+13 8.38e+13 6.9e+12 3.58e+13 -1.38e+13
239.785 40.1507 5.31 3.99 3.574e+13 -1.111e+15 1.075e+15 2.866e+14 3.73e+14 -8.672e+13
239.787 40.1538 6.87 4.48 1.806e+14 -6.537e+15 6.357e+15 -5.813e+13 1.068e+15 -1.041e+15
239.77 40.1412 8.95 3.74 1.111e+13 -3.448e+14 3.337e+14 2.703e+13 2.014e+14 -3.19e+14
236.108 40.7243 26.24 4.73 -6.095e+15 -2.281e+15 8.375e+15 6.114e+15 2.243e+15 -1.185e+16
234.94 40.388 17.31 3.69 -1.461e+13 1.765e+14 -1.619e+14 5.016e+13 1.419e+14 3.567e+14
234.622 40.3955 18.47 4.5 1.084e+15 -2.162e+15 1.078e+15 2.029e+15 -2.405e+15 -5.958e+15
231.541 43.7904 10 5 -2.125e+16 3.34e+15 1.792e+16 -9.26e+15 -3.423e+16 4.71e+15
237.179 38.8158 2.7 3.83 -7.494e+13 -4.008e+14 4.757e+14 -4.443e+13 -1.388e+14 5.206e+14
237.15 38.8263 1.74 3.77 -3.484e+14 -1.941e+14 5.426e+14 -2.881e+14 5.611e+13 -3.16e+12
237.242 38.8485 1.53 3.73 -4.144e+14 -8.205e+13 4.964e+14 -6.003e+13 5.289e+13 1.876e+14
230.151 49.673 10 5.5 -5.41e+16 -1.539e+17 2.08e+17 5.1e+16 4.55e+16 1.86e+16
232.616 41.0363 10 5 -3.243e+16 4.39e+15 2.803e+16 3.83e+15 -3.486e+16 5.25e+15
232.793 40.9167 10 5.1 -3.052e+16 3.58e+15 2.694e+16 9.43e+15 -3.79e+16 5.29e+15
233.685 43.1417 20.45 4.9 -1.034e+16 -1.529e+16 2.563e+16 -1.046e+16 -1.55e+15 -1.841e+16
231.358 48.8975 10 4.4 -8.7e+15 -2.09e+16 2.96e+16 -5.5e+14 -3.39e+15 6.66e+15
234.064 40.4808 20.18 3.84 -2.866e+14 6.63e+13 2.202e+14 1.396e+14 -2.256e+14 -8.189e+14
237.146 38.8233 2.32 3.42 -7.203e+13 -8.407e+13 1.561e+14 -6.545e+13 -9.06e+12 7.251e+13
235.676 40.278 16.27 3.66 2.888e+14 -1.902e+14 -9.858e+13 1.853e+14 -1.987e+14 1.003e+14
235.661 40.2732 16.95 4.31 3.514e+15 -2.277e+15 -1.237e+15 1.305e+15 -5.817e+14 1.423e+15
235.313 40.3083 14.67 4.44 2.971e+14 -2.38e+15 2.083e+15 7.173e+14 -8.841e+14 -5.186e+15
236.7 48.5865 52.42 4.79 -1.272e+16 -1.17e+15 1.389e+16 4.25e+15 -3.17e+15 -4.16e+15
234.714 41.0703 16.86 4.87 -6.099e+15 -1.698e+16 2.308e+16 7.761e+14 -8.988e+15 3.316e+15
229.809 50.479 10 4.3 -5e+12 -3.268e+15 3.044e+15 -1.5e+14 -8.34e+14 6.13e+14
229.649 50.5434 10 4.5 5.53e+14 -6.803e+15 6.043e+15 -1.101e+15 -8.19e+14 1.815e+15
230.75 48.75 10 4.9 -2.2e+16 6.5e+14 2.13e+16 9.07e+15 -8.26e+15 2e+15
228.528 51.3713 10 4.8 1.75e+15 -1.05e+16 8.76e+15 4.86e+15 -1.87e+16 2.44e+16
228.933 51.6651 10 4.5 1.078e+15 -3.277e+15 3.686e+15 -5.418e+15 -2.125e+15 4.615e+15
228.934 51.6976 10 4.5 -3.77e+14 -1.769e+15 2.942e+15 -3.919e+15 -2.52e+14 5.044e+15
234.603 40.3647 13.67 4.33 1.632e+14 -9.328e+14 7.696e+14 6.04e+14 -6.368e+14 -3.637e+15
238.065 39.6037 21.05 3.53 -9.239e+13 -1.214e+14 2.138e+14 1.191e+14 9.942e+13 -4.837e+13
230.038 50.8008 10 5.1 -7.91e+15 -3.787e+16 4.578e+16 2.297e+16 3.47e+15 2.156e+16
237.013 39.4435 9.15 3.91 -7.513e+13 -2.12e+14 2.871e+14 3.101e+13 -4.112e+13 8.754e+14
229.792 50.7832 10 5.7 -1.133e+17 -3.517e+17 4.651e+17 -8.37e+16 1.011e+17 2.758e+17
229.773 50.3258 10 4.7 -1.9e+14 -2.12e+15 2.3e+15 3.57e+15 -9.94e+15 1.6e+16
230.352 49.4227 10 4.8 -5.22e+15 -1.31e+16 1.83e+16 -3.66e+15 1.2e+15 -3.15e+15
229.891 50.7444 13.97 4.5 -2.825e+15 -1.884e+15 4.237e+15 -5.014e+15 -3.138e+15 2.338e+15
229.255 51.088 10 4.3 -2.839e+15 2.555e+15 3.73e+14 1.315e+15 -1.37e+15 1.872e+15
236.403 39.481 5.86 3.56 -8.55e+12 -1.873e+14 1.958e+14 -6.114e+13 -7.05e+12 1.823e+14
