-123	39	0
-123	39.0899320592	10
-123	39.1798641185	20
-123	39.2697961777	30
-123	39.3597282369	40
-123	39.4496602961	50
-123	39.5395923554	60
-123	39.6295244146	70
-123	39.7194564738	80
-123	39.809388533	90
-123	39.8993205923	100
-123	39.9892526515	110
-123	40.0791847107	120
-123	40.16911677	130
-123	40.2590488292	140
-123	40.3489808884	150
-123	40.4389129476	160
-123	40.5288450069	170
-123	40.6187770661	180
-123	40.7087091253	190
-123	40.7986411845	200
-123	40.8885732438	210
-123	40.978505303	220
-123	41.0684373622	230
-123	41.1583694215	240
-123	41.2483014807	250
-123	41.3382335399	260
-123	41.4281655991	270
-123	41.5180976584	280
-123	41.6080297176	290
-123	41.6979617768	300
-123	41.787893836	310
-123	41.8778258953	320
-123	41.9677579545	330
-123	42.0576900137	340
-123	42.1476220729	350
-123	42.2375541322	360
-123	42.3274861914	370
-123	42.4174182506	380
-123	42.5073503099	390
-123	42.5972823691	400
-123	42.6872144283	410
-123	42.7771464875	420
-123	42.8670785468	430
-123	42.957010606	440
-123	43.0469426652	450
-123	43.1368747244	460
-123	43.2268067837	470
-123	43.3167388429	480
-123	43.4066709021	490
-123	43.4966029614	500
-123	43.5865350206	510
-123	43.6764670798	520
-123	43.766399139	530
-123	43.8563311983	540
-123	43.9462632575	550
-123	44.0361953167	560
-123	44.1261273759	570
-123	44.2160594352	580
-123	44.3059914944	590
-123	44.3959235536	600
-123	44.4858556129	610
-123	44.5757876721	620
-123	44.6657197313	630
-123	44.7556517905	640
-123	44.8455838498	650
-123	44.935515909	660
-123	45.0254479682	670
-123	45.1153800274	680
-123	45.2053120867	690
-123	45.2952441459	700
-123	45.3851762051	710
-123	45.4751082644	720
-123	45.5650403236	730
-123	45.6549723828	740
-123	45.744904442	750
-123	45.8348365013	760
-123	45.9247685605	770
-123	46.0147006197	780
-123	46.1046326789	790
-123	46.1945647382	800
-123	46.2844967974	810
-123	46.3744288566	820
-123	46.4643609159	830
-123	46.5542929751	840
-123	46.6442250343	850
-123	46.7341570935	860
-123	46.8240891528	870
-123	46.914021212	880
-123	47.0039532712	890
-123	47.0938853304	900
-123	47.1838173897	910
-123	47.2737494489	920
-123	47.3636815081	930
-123	47.4536135674	940
-123	47.5435456266	950
-123	47.6334776858	960
-123	47.723409745	970
-123	47.8133418043	980
-123	47.9032738635	990
-123	47.9932059227	1000
-123	48.0831379819	1010
-123	48.1730700412	1020
-123	48.2630021004	1030
-123	48.3529341596	1040
-123	48.4428662188	1050
-123	48.5327982781	1060
-123	48.6227303373	1070
-123	48.7126623965	1080
-123	48.8025944558	1090
-123	48.892526515	1100
-123	48.9824585742	1110
-123	49.0723906334	1120
-123	49.1623226927	1130
-123	49.2522547519	1140
-123	49.3421868111	1150
-123	49.4321188703	1160
-123	49.5220509296	1170
-123	49.6119829888	1180
-123	49.701915048	1190
-123	49.7918471073	1200
-123	49.8817791665	1210
-123	49.9717112257	1220
-123	50	1223.14557173
